time,flux,flux_err
56228.7398822,13.978420522282383,nan
56228.7603148,7.603122353802082,nan
56228.7807476,8.517622349078254,nan
56228.8011803,6.905146352220093,nan
56228.82161290001,1.4200290480389708,nan
56228.8420457,1.5141864407012076,nan
56228.86247840001,0.5699026952625017,nan
56228.8829112,0.8629000199657869,nan
56228.90334369999,2.391898663031996,nan
56228.923776400006,0.30378538199389893,nan
56228.9442092,-1.6693088132154406,nan
56228.9646418,-2.130409542922834,nan
56228.9850745,-4.025176213962283,nan
56229.0055073,-11.267129763395392,nan
56229.02594,-16.112488442242327,nan
56229.06680540001,-26.117318795426964,nan
56229.0872381,-32.7434532635685,nan
56229.1076707,-33.561037521454175,nan
56229.12810340001,-36.036192805874286,nan
56229.1485361,-34.12933312669666,nan
56229.16896880001,-33.19174931930651,nan
56229.1894015,-30.322870248926826,nan
56229.23026690001,-23.94337478799527,nan
56229.2506996,-20.237376508418794,nan
56229.2711322,-19.430218379024975,nan
56229.29156490001,-14.099746668494236,nan
56229.3119976,-13.523318849299187,nan
56229.33243019999,-9.841571289622403,nan
56229.352863,-8.591055105578011,nan
56229.3732957,-3.5322984306752008,nan
56229.3937285,1.2597950204531068,nan
56229.4141611,7.1274917870852965,nan
56229.43459380001,10.90878393908082,nan
56229.4550265,18.74363629107527,nan
56229.4754591,21.17270098736751,nan
56229.4958918,27.933042921100792,nan
56229.5163246,29.755220263663553,nan
56229.5367573,31.26327121014469,nan
56229.55718990001,30.964052366932034,nan
56229.5776227,28.117389506402695,nan
56229.5980553,26.218006486972975,nan
56229.61848790001,24.940379981553995,nan
56229.6389207,23.53151040563389,nan
56229.65935340001,21.98392115341255,nan
56229.6797861,20.504189782100752,nan
56229.70021880001,18.47823997543484,nan
56229.7206515,16.147683752055503,nan
56229.7410841,13.643475231621185,nan
56229.7615168,10.98170488915116,nan
56229.7819495,8.81794875308087,nan
56229.8023822,6.616170787769194,nan
56229.82281490001,4.526967967471067,nan
56229.8432475,2.9097404722526328,nan
56229.86368019999,1.6135689857957285,nan
56229.88411290001,1.1844802039966476,nan
56229.9045457,1.067978159852025,nan
56229.9249783,1.6513727387128716,nan
56229.945411,2.25726240124487,nan
56229.96584380001,-2.038439120671346,nan
56229.9862763,-1.7251662148314928,nan
56230.006709,-2.662007331995161,nan
56230.0271418,-9.295182231959668,nan
56230.04757439999,-15.374214434272044,nan
56230.0680071,-21.15555260786384,nan
56230.0884398,-25.536638854920387,nan
56230.1088725,-29.444241312786133,nan
56230.14973790001,-34.1633845337022,nan
56230.1701706,-33.22687743742466,nan
56230.1906032,-31.42327849890886,nan
56230.2110359,-32.417259622428666,nan
56230.2314686,-26.865552606497598,nan
56230.251901400006,-23.99496992081339,nan
56230.272334,-19.891879402134986,nan
56230.2927667,-18.739657253692357,nan
56230.31319939999,-16.106297468926822,nan
56230.333632,-14.152393497042702,nan
56230.3540647,-11.051735140607763,nan
56230.3744975,-7.018133231520686,nan
56230.39493,-3.6690507028752744,nan
56230.4153627,0.5002369235320553,nan
56230.4357955,8.497247068851408,nan
56230.4562281,13.011543624428914,nan
56230.4766609,18.60689391673962,nan
56230.4970934,20.887477285327932,nan
56230.5175261,26.339032707576624,nan
56230.5379589,28.31298147318882,nan
56230.5583915,30.231487736791088,nan
56230.5788242,30.690523718638133,nan
56230.5992569,29.085914870424173,nan
56230.6196896,29.191373771884276,nan
56230.6401222,24.06695762531471,nan
56230.660555,22.9072095607257,nan
56230.68098759999,22.047365068358882,nan
56230.70142030001,20.644654592823308,nan
56230.721853,18.540734800873608,nan
56230.7422857,16.251570602177555,nan
56230.7627184,16.690785184204145,nan
56230.783151,12.312897833880074,nan
56230.8035837,9.668288254008493,nan
56230.8240165,7.854443198619154,nan
56230.844449,4.659414845739343,nan
56230.86488169999,3.8287974842203836,nan
56230.8853145,0.9064027353426485,nan
56230.9057471,2.098925451709597,nan
56230.92617969999,0.13553107128702824,nan
56230.9466125,-0.3871039545353805,nan
56230.9670451,0.17879560271582207,nan
56230.9874779,-0.40496350415638394,nan
56231.0079105,-1.2697671244153785,nan
56231.0283431,-3.69646887478033,nan
56231.04877590001,-6.556111928668287,nan
56231.0692086,-15.492829252812811,nan
56231.08964119999,-21.069369308034666,nan
56231.1100739,-24.42834922924088,nan
56231.1305066,-29.945175324024426,nan
56231.1509393,-32.097330226301466,nan
56231.1713719,-33.76176307356936,nan
56231.1918046,-35.0039120420962,nan
56231.2326699,-30.31125710880559,nan
56231.2531026,-27.274209417725757,nan
56231.2735354,-23.996981031031908,nan
56231.293968,-21.82109536050076,nan
56231.31440060001,-17.91279610173769,nan
56231.3348334,-16.08644942610017,nan
56231.355266,-14.153761463210786,nan
56231.37569859999,-10.278734056662048,nan
56231.3961314,-7.952983152697551,nan
56231.416564,-6.05520513991544,nan
56231.4369967,1.3879259914285196,nan
56231.45742940001,6.480069803777908,nan
56231.477862,11.320371938778289,nan
56231.49829480001,15.63164255637533,nan
56231.51872740001,19.798466689851427,nan
56231.53916,24.795724701912373,nan
56231.5595928,27.620520790907612,nan
56231.58002540001,30.98757803288441,nan
56231.6004581,28.62303542666087,nan
56231.6208908,29.289537833698674,nan
56231.6413235,26.684006947858215,nan
56231.6617561,25.962851481607835,nan
56231.6821888,25.113952332289976,nan
56231.7026215,22.429350975600038,nan
56231.7230541,20.914592165301155,nan
56231.7434869,18.243893886591476,nan
56231.76391950001,16.799371261063275,nan
56231.7843522,14.830720457729813,nan
56231.80478480001,11.920483028986084,nan
56231.8252175,11.165263413780632,nan
56231.8456502,7.088619784594177,nan
56231.86608280001,4.004726082959475,nan
56231.8865155,2.9908749943375046,nan
56231.9069482,1.0620355202503122,nan
56231.92738080001,2.8447276110761157,nan
56231.9478135,0.1508349171197172,nan
56231.9682462,1.1617447550951414,nan
56231.9886788,0.35470975001129834,nan
56232.0091116,-0.552104553931545,nan
56232.02954419999,-1.3946184920859421,nan
56232.0499768,-4.842572272192625,nan
56232.0704096,-8.648482270750911,nan
56232.09084219999,-13.406477591068759,nan
56232.11127490001,-19.00467929881818,nan
56232.1317076,-23.781875102807426,nan
56232.15214019999,-28.465559018902255,nan
56232.1725729,-32.01256498428675,nan
56232.1930056,-34.930517663145224,nan
56232.2134382,-33.50845958404756,nan
56232.2338709,-31.642088898953425,nan
56232.25430369999,-31.406771143308973,nan
56232.2747362,-28.0987964373531,nan
56232.29516900001,-22.09228542582852,nan
56232.31560169999,-21.28125790007543,nan
56232.3360342,-16.681033910358796,nan
56232.356467,-13.513087724934705,nan
56232.37689959999,-15.114002945314244,nan
56232.3973322,-11.275423524250003,nan
56232.417765,-8.99571494629415,nan
56232.43819759999,-4.941923428328837,nan
56232.4586302,-0.23267580799076804,nan
56232.479063,4.994081792194175,nan
56232.4994956,10.41609087100535,nan
56232.5199282,15.943249973145996,nan
56232.5403609,19.878332315168663,nan
56232.56079349999,26.465419669049073,nan
56232.5812263,26.97502997660203,nan
56232.6016589,28.45354540246632,nan
56232.6220916,27.84980380363779,nan
56232.64252430001,28.73759352664662,nan
56232.6629569,29.392664122873956,nan
56232.6833896,25.668482911146164,nan
56232.7038222,24.250782803458982,nan
56232.7242549,22.034779603057853,nan
56232.7446876,20.21302391161588,nan
56232.76512020001,18.655297867169207,nan
56232.7855529,18.736569276723767,nan
56232.8059856,16.237104164361266,nan
56232.82641830001,12.048664636199767,nan
56232.84685090001,11.3730803133355,nan
56232.8672836,7.544804884373341,nan
56232.8877163,3.825592769677894,nan
56232.9081488,3.652343660102363,nan
56232.9285816,1.498124831203327,nan
56232.9490143,-0.31567673374554484,nan
56232.96944680001,1.694969223849695,nan
56232.9898796,0.09285041838267083,nan
56233.0103122,1.2661576899215354,nan
56233.03074480001,0.45155776732464414,nan
56233.05117760001,0.11544709314359514,nan
56233.0716102,-2.654533138633175,nan
56233.0920429,-6.226902948768969,nan
56233.1124755,-13.036079938674794,nan
56233.1329082,-16.748145422640253,nan
56233.1533408,-23.248908433491856,nan
56233.1737735,-25.324088723965914,nan
56233.1942062,-29.46375522493643,nan
56233.2146388,-34.26968780795539,nan
56233.23507150001,-33.65601825388722,nan
56233.2555041,-33.26248067394296,nan
56233.2759368,-28.834875974619873,nan
56233.2963694,-25.990769728505516,nan
56233.3168022,-24.76975654487273,nan
56233.3372349,-19.157866168282908,nan
56233.3576674,-18.5064106633817,nan
56233.3781002,-13.999699521004931,nan
56233.39853280001,-12.176876032352574,nan
56233.41896540001,-11.761563275835103,nan
56233.4393981,-9.13917123228924,nan
56233.45983080001,-7.7937626735707894,nan
56233.4802633,0.5136800288125782,nan
56233.5006961,2.523129540605212,nan
56233.5211288,8.006047892858424,nan
56233.5415613,12.679419206267335,nan
56233.5619941,19.569859684687604,nan
56233.5824267,23.279849736043165,nan
56233.6028595,27.521637974229446,nan
56233.623292,30.199077084007417,nan
56233.6437247,28.926285456486816,nan
56233.6641574,30.281163474767748,nan
56233.68459,26.927185641685366,nan
56233.70502259999,25.051307447086334,nan
56233.7254554,24.88066442617538,nan
56233.745888,23.347954201900876,nan
56233.7663206,20.490772743978404,nan
56233.7867534,19.23034767012756,nan
56233.8071859,18.147266633571906,nan
56233.8276186,14.756022333506097,nan
56233.8480513,12.780170156620855,nan
56233.8684839,10.450468698478312,nan
56233.8889166,10.162947277763182,nan
56233.9093493,5.156022860130483,nan
56233.92978180001,2.931987776340944,nan
56233.9502146,0.3494082493154447,nan
56233.9706472,0.7161715381460407,nan
56233.9910798,-0.19450709143646183,nan
56234.0115125,1.2555336704708506,nan
56234.0319452,0.3803570455281521,nan
56234.0523777,0.8733213265509577,nan
56234.0728105,-1.926652038636851,nan
56234.0932431,-4.713293811184909,nan
56234.11367590001,-7.740463358024806,nan
56234.1341084,-12.772598433666374,nan
56234.1545411,-16.892251963429576,nan
56234.17497380001,-23.098457996311577,nan
56234.215839,-28.032068508910235,nan
56234.23627180001,-33.79471457277649,nan
56234.2567043,-32.15650358657134,nan
56234.277137,-31.514069295638603,nan
56234.2975697,-32.110368692641124,nan
56234.3180024,-27.44469110823357,nan
56234.3384349,-22.427364794902527,nan
56234.35886769999,-20.473691071846094,nan
56234.3793003,-19.163098858991177,nan
56234.39973300001,-14.819759457710365,nan
56234.4201656,-15.50116378500471,nan
56234.4405983,-11.528104569361965,nan
56234.4610309,-9.346408665404244,nan
56234.4814636,-7.115800416336095,nan
56234.5018961,-1.581858428815368,nan
56234.52232890001,1.215671709355164,nan
56234.5427615,7.680478054554044,nan
56234.5631941,14.758361912485343,nan
56234.5836268,18.652749694045674,nan
56234.6040595,22.90046605315424,nan
56234.62449219999,27.80674935004834,nan
56234.6449248,29.904051732026478,nan
56234.6653574,29.10954523307715,nan
56234.6857902,29.799802150599056,nan
56234.7062227,29.492929582266164,nan
56234.7266554,27.284524273818562,nan
56234.7470881,23.673209087844615,nan
56234.7675206,22.767541268165825,nan
56234.7879533,18.7470799959091,nan
56234.808386,18.12921372645053,nan
56234.82881869999,16.66732536585269,nan
56234.8492512,14.033964453101815,nan
56234.86968400001,13.331779077618954,nan
56234.8901166,9.191490684216678,nan
56234.9105493,7.12012083552689,nan
56234.9309819,5.3710291623918724,nan
56234.9514146,3.8772899712258067,nan
56234.9718473,2.9993626223118968,nan
56234.9922798,1.623562248360463,nan
56235.0127125,0.8870879872737011,nan
56235.0331452,0.19483296118899585,nan
56235.0535778,-0.9121943554775493,nan
56235.0740104,-0.4532028167424371,nan
56235.09444319999,-0.8579862597518715,nan
56235.1148757,-2.9915295057149947,nan
56235.1353084,-7.29647560337207,nan
56235.155741,-11.154364453137502,nan
56235.1761736,-14.999486699389708,nan
56235.1966064,-24.375370810974665,nan
56235.21703890001,-25.340972451678528,nan
56235.2374716,-29.72414115228444,nan
56235.2579043,-32.40262692750787,nan
56235.2783369,-33.90426914775598,nan
56235.29876950001,-32.30879581808395,nan
56235.31920219999,-29.84416949681095,nan
56235.3396349,-26.776998508759334,nan
56235.3600674,-23.01881602748827,nan
56235.3805002,-19.075931337165173,nan
56235.40093280001,-17.398138307909136,nan
56235.4213655,-16.76816125853635,nan
56235.44179809999,-12.85567746887796,nan
56235.4622307,-11.208876870494997,nan
56235.4826635,-9.270323070379723,nan
56235.503096,-5.027457809013244,nan
56235.5235287,-3.1387737820131667,nan
56235.5439614,2.163355692899107,nan
56235.5643939,6.795905782275949,nan
56235.5848266,11.793603800988391,nan
56235.60525930001,16.787892745673794,nan
56235.6256919,23.478527484226916,nan
56235.6461245,27.689192366644676,nan
56235.66655720001,28.73483135257496,nan
56235.6869898,28.451691709577947,nan
56235.7074225,31.05819155773811,nan
56235.72785519999,28.500605349410012,nan
56235.7482877,28.85267079999967,nan
56235.7687204,24.1513312059151,nan
56235.789153,22.6044974380301,nan
56235.8095857,20.964035590778128,nan
56235.8300184,19.402216631227727,nan
56235.850451,16.427122211893685,nan
56235.87088350001,15.481448924264743,nan
56235.8913163,12.538023402404164,nan
56235.9117489,9.473062076588782,nan
56235.9321816,9.136847640374908,nan
56235.9526142,3.596844956848945,nan
56235.97304680001,3.841472928207536,nan
56235.99347949999,4.398986468825994,nan
56236.0139121,1.4729000736508628,nan
56236.03434470001,1.6597816091986966,nan
56236.0547775,0.4465908025494874,nan
56236.07521,-0.16084741344000597,nan
56236.09564269999,0.2587162594111223,nan
56236.11607540001,-2.2724725286800265,nan
56236.1365079,-4.180832197324653,nan
56236.15694060001,-8.135996490023159,nan
56236.1773733,-10.964794382228693,nan
56236.19780580001,-16.741866130135055,nan
56236.21823860001,-22.01234406814217,nan
56236.2386712,-26.463499734783245,nan
56236.2591038,-31.752031579094023,nan
56236.2795365,-33.01489544429754,nan
56236.2999691,-30.171463922174866,nan
56236.3204018,-32.67565784653107,nan
56236.3408344,-30.12320149107133,nan
56236.36126699999,-27.49828470637739,nan
56236.3816997,-24.567491738195102,nan
56236.40213230001,-18.979023802715016,nan
56236.42256490001,-19.95613190936625,nan
56236.4429976,-14.052594710623174,nan
56236.46343019999,-13.009098145093656,nan
56236.4838628,-12.679415394403945,nan
56236.5042955,-10.649214684076062,nan
56236.52472810001,-6.888498816806798,nan
56236.5451607,-4.368323914737512,nan
56236.5655935,0.3543437247928223,nan
56236.586026,5.863426947673638,nan
56236.6064586,10.78573896481944,nan
56236.6268914,18.958350574402594,nan
56236.6473239,23.54842245801932,nan
56236.66775650001,25.689741456441336,nan
56236.6881893,29.31964589660007,nan
56236.7086218,29.710392874294957,nan
56236.72905449999,27.935022625666356,nan
56236.7494872,30.961569349956537,nan
56236.7699197,25.368948841321995,nan
56236.79035240001,25.346802422640486,nan
56236.8107851,23.504526704692083,nan
56236.8312176,20.31910327670852,nan
56236.8516503,17.066025141944316,nan
56236.872083,17.229424546826305,nan
56236.8925156,15.471944823762083,nan
56236.9129482,12.091163233725535,nan
56236.9333809,11.858792201821053,nan
56236.95381360001,9.504246569584845,nan
56236.9742462,6.466102395064164,nan
56236.9946788,5.593130898142608,nan
56237.0151115,4.194217839638202,nan
56237.0355441,2.0489480631625683,nan
56237.0559767,-0.9070882531347715,nan
56237.0764094,-0.17212820387246797,nan
56237.096842,-0.02290896313629069,nan
56237.1172746,-0.4947968191220756,nan
56237.1377073,-2.8993601639930566,nan
56237.1581398,-2.034575290311585,nan
56237.19900519999,-10.812951986992738,nan
56237.2194377,-15.265001727275274,nan
56237.2398704,-20.51120485581779,nan
56237.2603031,-25.504030420861,nan
56237.2807356,-29.686703691046706,nan
56237.30116830001,-29.98301537847602,nan
56238.30236719999,-29.912810086334,nan
56238.3228,-30.331268514839454,nan
56238.3432325,-31.229450352567902,nan
56238.36366510001,-30.48358149844811,nan
56238.38409780001,-29.83142756014064,nan
56238.4045303,-26.321920077058223,nan
56238.424963,-24.708441058347308,nan
56238.4453957,-19.171912379914566,nan
56238.4658282,-18.11381396574731,nan
56238.4862609,-15.585311245456001,nan
56238.50669349999,-14.364693578869362,nan
56238.5271261,-12.211024431593525,nan
56238.5475588,-8.98989567816488,nan
56238.56799140001,-8.23452937955541,nan
56238.588424,-4.008568977548169,nan
56238.60885669999,-0.16918777963573423,nan
56238.6292893,4.2000568437267605,nan
56238.64972180001,11.196455980520291,nan
56238.6701545,14.397325143037333,nan
56238.6905872,21.13947949503333,nan
56238.71101980001,24.958813043105227,nan
56238.7314524,28.921526604850087,nan
56238.75188500001,30.964192371500545,nan
56238.77231769999,30.508490262816164,nan
56238.7927503,28.504675459134553,nan
56238.8131829,26.947251621011045,nan
56238.8336156,25.114313173020495,nan
56238.8540481,22.900427884157853,nan
56238.87448069999,21.092722217561494,nan
56238.8949135,18.306318571049616,nan
56238.915346,16.204407623459307,nan
56238.9357786,14.830214409564539,nan
56238.95621130001,14.526901430321672,nan
56238.97664380001,9.986487009966053,nan
56238.9970766,7.793138447767259,nan
56239.0175092,6.38403735511389,nan
56239.0379418,4.096468569637895,nan
56239.0583744,4.709704508775953,nan
56239.07880700001,1.2233874063590466,nan
56239.09923969999,0.30326924485627144,nan
56239.1196723,2.2473355928285534,nan
56239.14010490001,-1.164694577168451,nan
56239.1605375,0.13867975285119294,nan
56239.1809701,-1.9483024945452152,nan
56239.2014028,-1.9823588244502763,nan
56239.2218355,-5.398942442110103,nan
56239.242268,-11.999322438516078,nan
56239.2627006,-14.492211270898668,nan
56239.28313330001,-17.180934933218452,nan
56239.3035658,-24.418565270225496,nan
56239.3239985,-28.078228054633296,nan
56239.34443119999,-29.87252135193018,nan
56239.36486369999,-32.90168916183786,nan
56239.3852963,-31.612504262583016,nan
56239.405729,-29.412937767241008,nan
56239.42616159999,-26.516304416644537,nan
56239.44659430001,-25.99533363479508,nan
56239.46702690001,-21.378847377959634,nan
56239.4874594,-16.50128428316505,nan
56239.5078921,-15.254398900297685,nan
56239.5283247,-12.910067875312006,nan
56239.54875730001,-11.680652876791292,nan
56239.56919,-12.61230279013864,nan
56239.5896226,-8.053002811042749,nan
56239.61005519999,-7.591558036210127,nan
56239.6304878,-0.48053502388237335,nan
56239.6509204,2.323647060693961,nan
56239.671353,8.980198273970498,nan
56239.6917858,14.94914179576721,nan
56239.71221830001,19.56644238343797,nan
56239.732651,25.294344161501034,nan
56239.75308350001,26.381242970215464,nan
56239.7735161,29.56395721674193,nan
56239.79394880001,29.59182299730161,nan
56239.81438150001,29.76385903985711,nan
56239.834814,28.40562500208897,nan
56239.87567919999,23.526885862228372,nan
56239.8961118,22.5295195987094,nan
56239.9165445,20.237627503833195,nan
56239.936977,15.860248341626441,nan
56239.95740980001,16.121061740408713,nan
56239.9778424,13.020199794562197,nan
56239.99827490001,11.96563804832345,nan
56240.0187076,8.897160213088746,nan
56240.0391402,6.011930883308303,nan
56240.0595728,5.552746535708584,nan
56240.0800054,0.5062913277586154,nan
56240.1004381,3.134603634156657,nan
56240.1208707,-0.24317512123183382,nan
56240.1413033,0.6344460991355506,nan
56240.1617359,-1.2223898814030467,nan
56240.1821686,0.23479347883606227,nan
56240.2026012,-0.5997674180703889,nan
56240.2230337,-5.17409033909631,nan
56240.2434664,-7.298643839912688,nan
56240.26389909999,-8.112645062461953,nan
56240.2843316,-13.565615538702794,nan
56240.3047643,-20.276468110404224,nan
56240.3251969,-22.542745820732655,nan
56240.345629400006,-27.8539019790781,nan
56240.3660621,-31.57639957301819,nan
56240.3864947,-32.25024673189609,nan
56240.4069272,-30.05845781585359,nan
56240.42736,-28.558258840037418,nan
56240.4477926,-25.53756745064533,nan
56240.4682252,-24.663130128704143,nan
